plate001.bin	1200	127	1000	2	2	0000/00/00	00:38:11
plate001.bin	1200	127	1000	1.5	3	0000/00/00	00:27:30
plate001.bin	1200	127	1000	1	4	0000/00/00	00:18:20
plate001.bin	1200	127	1000	0.1	11	0000/00/00	00:39:43
plate002.bin	60	0.08	450	0.075	1	0000/00/00	03:49:10
plate002.bin	60	0.08	450	7.5e-06	2904458	-010/10/17	14:39:51
